hour_of_year,load_kw
6136,31.456
6137,21.228
6138,16.315
6139,12.144
6140,7.848
6141,6.493
6142,6.409
6143,6.188
6144,6.581
6145,7.105
6146,7.481
6147,7.476
6148,7.923
6149,8.035
6150,7.897
6151,14.911
6152,24.004
6153,33.094
6154,33.614
6155,38.389
6156,40.846
6157,45.648
6158,46.763
6159,40.71
6160,30.214
6161,21.884
6162,15.7
6163,11.612
6164,7.567
6165,6.468
6166,6.278
6167,6.19
6168,6.524
6169,6.854
6170,7.549
6171,7.625
6172,8.098
6173,7.798
6174,7.517
6175,6.774
6176,6.494
6177,6.454
6178,9.216
6179,10.326
6180,11.971
6181,13.003
6182,13.64
6183,14.793
6184,8.879
6185,8.735
6186,8.519
6187,7.898
6188,7.292
6189,6.574
6190,6.132
6191,6.434
6192,6.385
6193,6.914
6194,7.245
6195,7.671
6196,7.949
6197,7.838
6198,7.248
6199,7.064
6200,6.478
6201,6.083
6202,9.353
6203,10.07
6204,12.108
6205,13.129
6206,14.796
6207,15.692
6208,8.716
6209,8.68
6210,8.147
6211,7.772
6212,7.048
6213,6.744
6214,6.595
6215,6.328
6216,6.497
6217,6.904
6218,7.185
6219,7.585
6220,7.539
6221,7.311
6222,7.694
6223,14.409
6224,24.009
6225,30.216
6226,33.808
6227,40.271
6228,42.012
6229,45.099
6230,45.12
6231,41.143
6232,30.871
6233,22.315
6234,15.901
6235,11.683
6236,7.208
6237,6.687
6238,6.313
6239,6.526
6240,6.576
6241,6.919
6242,7.563
6243,7.607
6244,7.647
6245,7.53
6246,7.432
6247,14.892
6248,23.916
6249,32.119
6250,34.454
6251,41.883
6252,42.796
6253,42.003
6254,45.807
6255,38.838
6256,30.142
6257,21.961
6258,16.844
6259,10.961
6260,6.973
6261,6.453
6262,6.516
6263,6.144
6264,6.361
6265,7.234
6266,7.592
6267,7.567
6268,7.968
6269,7.701
6270,7.464
6271,14.514
6272,23.657
6273,31.494
6274,34.12
6275,42.015
6276,41.142
6277,44.874
6278,44.076
6279,40.764
6280,31.064
6281,22.608
6282,16.212
6283,11.759
6284,7.546
6285,6.836
6286,6.574
6287,6.525
6288,6.573
6289,7.309
6290,7.565
6291,7.554
6292,7.792
6293,7.763
6294,7.371
6295,14.564
6296,25.062
6297,31.447
6298,34.163
6299,41.301
6300,43.709
6301,43.281
6302,44.379
6303,40.892
6304,30.345
6305,22.903
6306,16.295
6307,11.935
6308,7.07
6309,6.668
6310,6.804
6311,6.396
6312,6.309
6313,7.221
6314,7.34
6315,7.437
6316,7.552
6317,7.457
6318,7.737
6319,14.463
6320,23.512
6321,32.066
6322,34.092
6323,41.892
6324,43.995
6325,43.772
6326,46.408
6327,40.034
6328,32.148
6329,22.391
6330,16.329
6331,11.222
6332,7.427
6333,6.494
6334,6.307
6335,6.274
6336,6.392
6337,7.108
6338,7.508
6339,7.694
6340,8.135
6341,7.444
6342,7.481
6343,6.788
6344,6.582
6345,6.497
6346,9.169
6347,10.365
6348,12.109
6349,13.556
6350,14.011
6351,15.551
6352,9.038
6353,8.804
6354,8.228
6355,8.219
6356,7.295
6357,6.763
6358,6.514
6359,6.636
6360,6.232
6361,6.882
6362,7.526
6363,7.638
6364,7.701
6365,7.973
6366,7.324
6367,7.075
6368,6.552
6369,6.369
6370,8.609
6371,9.759
6372,11.858
6373,14.131
6374,14.252
6375,15.209
6376,9.109
6377,8.572
6378,8.388
6379,7.895
6380,7.099
6381,6.43
6382,6.325
6383,6.404
6384,6.371
6385,6.934
6386,7.477
6387,7.915
6388,8.23
6389,7.548
6390,7.691
6391,14.414
6392,23.662
6393,30.975
6394,35.189
6395,40.543
6396,43.703
6397,42.975
6398,42.605
6399,42.582
6400,29.584
6401,21.48
6402,16.709
6403,11.712
6404,7.217
6405,6.79
6406,6.36
6407,6.533
6408,6.29
6409,7.272
6410,7.325
6411,7.719
6412,7.632
6413,7.528
6414,7.584
6415,15.116
6416,23.887
6417,32.524
6418,33.336
6419,42.336
6420,41.116
6421,42.288
6422,46.858
6423,38.631
6424,32.156
6425,22.041
6426,16.398
6427,11.78
6428,7.131
6429,6.656
6430,6.731
6431,6.6
6432,6.375
6433,7.239
6434,7.211
6435,7.642
6436,7.8
6437,7.923
6438,7.373
6439,15.165
6440,23.786
6441,31.041
6442,34.575
6443,40.553
6444,40.541
6445,45.017
6446,43.35
6447,40.452
6448,29.961
6449,21.603
6450,16.663
6451,11.871
6452,6.977
6453,6.534
6454,6.416
6455,6.622
6456,6.565
6457,6.809
6458,7.188
6459,7.812
6460,7.92
6461,7.569
6462,7.518
6463,14.965
6464,24.208
6465,30.239
6466,33.504
6467,41.823
6468,41.096
6469,45.099
6470,43.846
6471,41.075
6472,30.178
6473,21.159
6474,16.311
6475,11.656
6476,7.526
6477,6.707
6478,6.151
6479,6.458
6480,6.65
6481,7.17
6482,7.774
6483,8.059
6484,7.634
6485,7.759
6486,8.096
6487,15.249
6488,23.631
6489,31.133
6490,32.421
6491,41.652
6492,42.564
6493,43.936
6494,44.602
6495,39.959
6496,31.305
6497,22.034
6498,16.396
6499,11.208
6500,7.575
6501,6.764
6502,6.576
6503,6.075
6504,6.635
6505,6.769
6506,7.508
6507,7.908
6508,7.98
6509,7.824
6510,7.772
6511,7.05
6512,6.359
6513,6.321
6514,9.142
6515,10.45
6516,11.618
6517,13.667
6518,14.505
6519,15.043
6520,8.457
6521,8.463
6522,8.345
6523,7.796
6524,7.387
6525,6.306
6526,6.17
6527,6.239
6528,6.67
6529,6.997
6530,7.435
6531,7.798
6532,7.899
6533,7.582
6534,7.163
6535,6.958
6536,6.242
6537,6.394
6538,8.963
6539,10.309
6540,11.993
6541,13.272
6542,14.744
6543,16.297
6544,8.26
6545,9.083
6546,8.081
6547,7.569
6548,7.076
6549,6.691
6550,6.44
6551,6.306
6552,6.396
6553,10.909
6554,11.698
6555,12.153
6556,11.795
6557,11.583
6558,15.687
6559,23.582
6560,33.218
6561,41.679
6562,40.614
6563,38.838
6564,38.849
6565,36.749
6566,35.789
6567,31.093
6568,22.369
6569,16.191
6570,11.798
6571,10.493
6572,7.569
6573,8.555
6574,9.775
6575,9.652
6576,10.298
6577,11.1
6578,11.776
6579,11.984
6580,11.709
6581,12.283
6582,15.813
6583,25.738
6584,34.589
6585,40.269
6586,39.46
6587,39.862
6588,37.966
6589,36.494
6590,35.683
6591,30.629
6592,23.16
6593,14.496
6594,12.605
6595,10.569
6596,8.002
6597,8.435
6598,9.595
6599,9.682
6600,10.618
6601,11.437
6602,11.051
6603,11.877
6604,11.963
6605,11.909
6606,15.651
6607,25.392
6608,34.127
6609,40.974
6610,43.128
6611,38.217
6612,37.149
6613,37.56
6614,35.253
6615,29.987
6616,22.041
6617,16.269
6618,12.459
6619,10.258
6620,7.652
6621,8.968
6622,9.366
6623,9.866
6624,10.349
6625,10.544
6626,11.147
6627,11.872
6628,11.724
6629,12.268
6630,16.199
6631,24.655
6632,32.493
6633,42.615
6634,40.61
6635,41.934
6636,37.881
6637,35.219
6638,33.637
6639,30.142
6640,23.095
6641,15.579
6642,11.453
6643,10.337
6644,7.969
6645,8.942
6646,9.409
6647,9.934
6648,10.67
6649,11.739
6650,11.833
6651,11.565
6652,12.074
6653,12.117
6654,16.758
6655,25.205
6656,32.995
6657,41.653
6658,40.503
6659,39.483
6660,37.029
6661,36.485
6662,34.154
6663,31.354
6664,22.735
6665,15.029
6666,12.445
6667,10.354
6668,8.311
6669,8.863
6670,9.562
6671,10.119
6672,10.314
6673,10.543
6674,11.567
6675,11.408
6676,11.927
6677,11.345
6678,11.753
6679,11.264
6680,10.251
6681,9.731
6682,16.571
6683,15.065
6684,13.27
6685,11.662
6686,10.894
6687,10.152
6688,6.657
6689,6.593
6690,7.097
6691,7.344
6692,8.002
6693,8.21
6694,9.503
6695,9.832
6696,10.611
6697,11.537
6698,11.975
6699,11.978
6700,11.568
6701,11.757
6702,11.614
6703,11.195
6704,10.627
6705,10.176
6706,16.667
6707,15.188
6708,13.466
6709,11.662
6710,10.764
6711,10.207
6712,6.816
6713,6.75
6714,7.088
6715,7.435
6716,7.92
6717,8.735
6718,9.52
6719,10.414
6720,10.86
6721,11.011
6722,11.894
6723,11.362
6724,11.994
6725,11.619
6726,15.618
6727,26.265
6728,32.914
6729,41.538
6730,41.598
6731,39.31
6732,36.504
6733,36.762
6734,35.142
6735,30.625
6736,22.277
6737,15.855
6738,12.342
6739,10.103
6740,8.072
6741,9.027
6742,8.865
6743,9.741
6744,10.407
6745,10.568
6746,11.0
6747,11.501
6748,12.212
6749,11.675
6750,15.466
6751,24.92
6752,33.67
6753,41.785
6754,41.036
6755,41.932
6756,38.04
6757,36.858
6758,34.975
6759,30.045
6760,21.641
6761,15.17
6762,12.385
6763,10.544
6764,7.901
6765,8.57
6766,9.555
6767,9.92
6768,10.599
6769,11.201
6770,11.671
6771,11.561
6772,11.14
6773,11.209
6774,15.975
6775,24.664
6776,32.979
6777,39.511
6778,40.172
6779,39.452
6780,37.827
6781,35.48
6782,34.422
6783,32.186
6784,22.15
6785,15.633
6786,11.807
6787,10.296
6788,7.972
6789,8.397
6790,9.33
6791,9.684
6792,10.393
6793,10.898
6794,11.049
6795,11.318
6796,11.906
6797,11.48
6798,15.762
6799,24.934
6800,33.539
6801,42.122
6802,40.329
6803,38.202
6804,37.974
6805,37.243
6806,35.139
6807,30.655
6808,22.182
6809,15.615
6810,12.41
6811,10.395
6812,8.149
6813,8.735
6814,9.809
6815,9.792
6816,10.894
6817,11.344
6818,11.175
6819,11.95
6820,12.052
6821,11.604
6822,14.861
6823,25.492
6824,32.186
6825,41.106
6826,39.174
6827,39.918
6828,36.055
6829,35.928
6830,34.945
6831,30.701
6832,21.463
6833,15.856
6834,12.364
6835,10.406
6836,7.971
6837,8.051
6838,9.682
6839,9.915
6840,10.761
6841,11.171
6842,11.544
6843,11.986
6844,11.681
6845,12.084
6846,11.981
6847,11.176
6848,10.548
6849,10.215
6850,16.566
6851,14.601
6852,13.082
6853,11.905
6854,11.057
6855,10.082
6856,6.88
6857,7.169
6858,7.195
6859,7.485
6860,8.142
6861,8.55
6862,9.048
6863,9.783
6864,10.227
6865,11.388
6866,11.39
6867,11.238
6868,12.022
6869,11.89
6870,11.615
6871,10.747
6872,10.294
6873,10.411
6874,16.149
6875,14.907
6876,13.235
6877,11.457
6878,10.45
6879,10.337
6880,6.694
6881,6.786
6882,7.275
6883,7.193
6884,8.016
6885,8.899
6886,9.505
6887,9.903
6888,10.714
6889,11.294
6890,11.275
6891,11.348
6892,12.127
6893,11.799
6894,16.556
6895,24.623
6896,34.092
6897,42.141
6898,41.497
6899,39.363
6900,36.897
6901,36.197
6902,35.008
6903,30.724
6904,21.707
6905,15.772
6906,12.761
6907,10.271
6908,8.134
6909,8.237
6910,9.425
6911,10.037
6912,10.349
6913,11.274
6914,11.558
6915,12.316
6916,11.904
6917,11.9
6918,15.778
6919,24.323
6920,35.427
6921,41.472
6922,41.306
6923,39.418
6924,36.404
6925,35.224
6926,33.961
6927,31.72
6928,22.569
6929,15.544
6930,11.779
6931,10.283
6932,8.007
6933,8.379
6934,9.512
6935,9.771
6936,10.515
6937,11.092
6938,10.897
6939,12.022
6940,11.883
6941,11.131
6942,15.681
6943,24.816
6944,32.403
6945,41.644
6946,42.227
6947,39.676
6948,36.457
6949,35.846
6950,33.692
6951,30.86
6952,21.733
6953,15.784
6954,12.461
6955,10.732
6956,8.069
6957,8.59
6958,8.931
6959,10.516
6960,11.175
6961,11.094
6962,11.652
6963,11.445
6964,11.756
6965,11.791
6966,15.602
6967,26.125
6968,33.522
6969,40.643
6970,40.574
6971,39.574
6972,36.286
6973,36.903
6974,35.41
6975,31.396
6976,22.488
6977,15.42
6978,12.012
6979,10.865
6980,8.114
6981,8.774
6982,9.447
6983,9.949
6984,10.3
6985,11.62
6986,11.472
6987,12.163
6988,11.844
6989,12.11
6990,15.493
6991,24.202
6992,33.031
6993,40.786
6994,41.67
6995,39.672
6996,36.329
6997,35.788
6998,34.206
6999,30.132
7000,22.238
7001,15.432
7002,12.573
7003,10.611
7004,7.857
7005,8.924
7006,9.521
7007,10.021
7008,10.493
7009,11.659
7010,11.757
7011,11.467
7012,11.919
7013,11.538
7014,11.785
7015,10.834
7016,10.421
7017,9.818
7018,16.594
7019,14.353
7020,13.197
7021,11.23
7022,11.081
7023,9.525
7024,6.776
7025,6.877
7026,7.001
7027,7.703
7028,8.254
7029,8.878
7030,9.573
7031,10.053
7032,10.489
7033,11.194
7034,11.845
7035,11.768
7036,11.158
7037,11.289
7038,12.047
7039,10.891
7040,10.428
7041,10.207
7042,16.765
7043,14.945
7044,13.242
7045,11.238
7046,11.452
7047,10.113
7048,6.93
7049,6.858
7050,6.995
7051,7.447
7052,7.994
7053,9.002
7054,9.008
7055,10.071
7056,11.068
7057,10.979
7058,11.538
7059,11.437
7060,12.359
7061,11.449
7062,16.091
7063,23.795
7064,32.547
7065,41.513
7066,39.851
7067,39.084
7068,36.524
7069,36.544
7070,34.398
7071,29.892
7072,22.438
7073,14.929
7074,12.409
7075,10.287
7076,8.348
7077,8.532
7078,9.103
7079,9.999
7080,10.854
7081,10.443
7082,11.343
7083,12.154
7084,11.562
7085,11.424
7086,15.206
7087,24.809
7088,32.219
7089,41.746
7090,39.453
7091,38.866
7092,37.608
7093,35.908
7094,35.234
7095,29.967
7096,21.794
7097,16.157
7098,12.346
7099,10.612
7100,8.239
7101,8.733
7102,9.238
7103,10.116
7104,10.525
7105,11.606
7106,11.588
7107,11.797
7108,12.335
7109,12.026
7110,15.557
7111,25.325
7112,32.199
7113,41.028
7114,41.172
7115,39.473
7116,37.634
7117,35.592
7118,35.799
7119,31.133
7120,21.914
7121,15.667
7122,12.367
7123,10.631
7124,8.099
7125,8.748
7126,9.449
7127,10.152
7128,10.711
7129,10.979
7130,11.624
7131,11.587
7132,11.697
7133,11.884
7134,15.859
7135,24.602
7136,33.729
7137,40.504
7138,41.465
7139,38.026
7140,39.039
7141,36.908
7142,35.856
7143,30.72
7144,21.55
7145,15.022
7146,12.239
7147,10.404
7148,8.093
7149,8.87
7150,9.405
7151,9.732
7152,10.758
7153,10.951
7154,11.643
7155,11.96
7156,11.717
7157,12.214
7158,15.701
7159,25.044
7160,34.321
7161,41.477
7162,40.14
7163,38.992
7164,38.009
7165,36.059
7166,34.995
7167,31.433
7168,22.182
7169,16.357
7170,12.167
7171,10.233
7172,7.978
7173,8.847
7174,9.174
7175,10.25
7176,10.592
7177,11.23
7178,11.318
7179,11.793
7180,11.869
7181,12.092
7182,11.393
7183,10.686
7184,10.298
7185,9.803
7186,16.658
7187,14.41
7188,12.871
7189,11.778
7190,10.845
7191,10.188
7192,6.53
7193,6.78
7194,7.259
7195,7.571
7196,8.105
7197,8.482
7198,9.243
7199,9.66
7200,10.74
7201,11.355
7202,11.461
7203,11.672
7204,11.623
7205,11.748
7206,12.008
7207,10.921
7208,10.648
7209,10.198
7210,16.357
7211,14.257
7212,13.306
7213,12.321
7214,10.891
7215,10.2
7216,6.738
7217,6.47
7218,7.146
7219,7.407
7220,7.844
7221,8.912
7222,9.087
7223,9.996
7224,10.262
7225,11.214
7226,11.122
7227,11.849
7228,11.906
7229,12.0
7230,15.322
7231,24.751
7232,32.578
7233,42.027
7234,39.219
7235,38.949
7236,38.249
7237,36.622
7238,34.085
7239,31.561
7240,22.323
7241,16.067
7242,12.087
7243,10.511
7244,8.067
7245,8.551
7246,9.824
7247,9.904
7248,10.679
7249,10.942
7250,11.367
7251,11.74
7252,11.658
7253,11.504
7254,15.85
7255,24.765
7256,35.032
7257,41.095
7258,40.316
7259,39.941
7260,39.443
7261,35.001
7262,36.533
7263,29.893
7264,22.016
7265,15.13
7266,12.073
7267,10.137
7268,7.906
7269,8.573
7270,9.275
7271,10.035
7272,10.66
7273,11.098
7274,11.901
7275,11.833
7276,12.228
7277,11.822
7278,15.582
7279,24.176
7280,30.941
7281,40.837
7282,39.808
7283,39.312
7284,39.0
7285,34.404
7286,36.042
7287,29.543
7288,21.257
7289,16.553
7290,12.448
7291,9.721
7292,8.297
7293,8.596
7294,9.656
7295,9.741
7296,10.642
7297,14.922
7298,14.494
7299,15.591
7300,15.94
7301,15.169
7302,23.658
7303,34.985
7304,42.68
7305,52.115
7306,51.193
7307,50.696
7308,47.49
7309,47.05
7310,44.678
7311,40.779
7312,31.955
7313,25.347
7314,22.011
7315,19.738
7316,11.691
7317,11.844
7318,13.141
7319,13.327
7320,14.071
7321,14.735
7322,15.535
7323,15.764
7324,15.809
7325,15.471
7326,23.515
7327,33.652
7328,44.298
7329,52.732
7330,49.63
7331,47.216
7332,45.816
7333,44.794
7334,43.795
7335,40.405
7336,31.827
7337,25.601
7338,21.708
7339,20.001
7340,11.697
7341,12.887
7342,13.593
7343,13.458
7344,14.456
7345,14.782
7346,15.185
7347,15.322
7348,15.179
7349,15.435
7350,15.645
7351,15.39
7352,14.687
7353,13.779
7354,26.659
7355,24.086
7356,22.519
7357,20.556
7358,20.845
7359,20.101
7360,10.254
7361,10.259
7362,11.388
7363,11.318
7364,11.468
7365,12.308
7366,13.255
7367,14.098
7368,14.637
7369,15.476
7370,15.563
7371,15.717
7372,16.107
7373,15.347
7374,15.062
7375,14.353
7376,14.622
7377,13.489
7378,25.955
7379,24.195
7380,22.398
7381,21.047
7382,20.745
7383,20.399
7384,10.394
7385,10.385
7386,11.371
7387,11.28
7388,11.621
7389,12.301
7390,13.346
7391,13.7
7392,14.381
7393,14.398
7394,14.988
7395,15.974
7396,15.792
7397,15.933
7398,22.357
7399,33.919
7400,42.989
7401,51.528
7402,53.009
7403,48.973
7404,46.132
7405,44.986
7406,43.338
7407,41.448
7408,31.562
7409,24.668
7410,22.23
7411,20.565
7412,11.692
7413,12.242
7414,13.161
7415,13.149
7416,14.527
7417,15.131
7418,15.356
7419,15.817
7420,15.635
7421,15.608
7422,24.161
7423,34.516
7424,44.391
7425,51.765
7426,50.055
7427,48.677
7428,46.386
7429,47.253
7430,47.951
7431,39.845
7432,31.919
7433,25.374
7434,21.661
7435,19.813
7436,11.973
7437,11.95
7438,12.781
7439,13.811
7440,14.371
7441,14.952
7442,15.509
7443,16.006
7444,15.218
7445,15.277
7446,23.978
7447,34.497
7448,42.858
7449,52.212
7450,48.076
7451,50.545
7452,47.417
7453,44.396
7454,46.2
7455,41.903
7456,32.877
7457,24.912
7458,21.987
7459,20.163
7460,11.382
7461,13.198
7462,12.742
7463,14.438
7464,14.337
7465,14.977
7466,15.188
7467,16.084
7468,16.328
7469,15.612
7470,22.985
7471,33.818
7472,43.373
7473,47.857
7474,48.361
7475,48.742
7476,47.547
7477,45.304
7478,44.356
7479,38.374
7480,31.375
7481,24.973
7482,21.768
7483,20.181
7484,11.211
7485,12.888
7486,12.377
7487,13.907
7488,14.186
7489,15.244
7490,15.496
7491,15.467
7492,15.506
7493,14.894
7494,23.298
7495,33.791
7496,41.652
7497,49.262
7498,50.399
7499,48.215
7500,48.211
7501,45.236
7502,43.169
7503,39.308
7504,31.704
7505,23.922
7506,22.32
7507,19.778
7508,11.745
7509,12.443
7510,13.282
7511,13.954
7512,14.074
7513,14.609
7514,16.037
7515,14.721
7516,15.232
7517,15.196
7518,15.629
7519,14.982
7520,14.46
7521,13.429
7522,25.996
7523,23.55
7524,22.27
7525,20.856
7526,19.876
7527,19.112
7528,10.559
7529,10.669
7530,10.624
7531,11.124
7532,11.91
7533,12.449
7534,13.534
7535,13.639
7536,14.463
7537,15.123
7538,14.902
7539,15.118
7540,15.09
7541,15.699
7542,15.208
7543,14.972
7544,14.391
7545,13.799
7546,26.197
7547,23.889
7548,23.01
7549,21.585
7550,19.541
7551,19.487
7552,10.91
7553,11.542
7554,10.835
7555,11.262
7556,11.302
7557,12.438
7558,13.044
7559,13.534
7560,14.982
7561,14.956
7562,14.905
7563,15.116
7564,15.916
7565,15.295
7566,22.804
7567,32.968
7568,42.514
7569,51.432
7570,51.409
7571,49.021
7572,49.125
7573,44.494
7574,45.055
7575,40.479
7576,30.384
7577,24.95
7578,21.018
7579,20.008
7580,11.539
7581,12.606
7582,13.584
7583,13.654
7584,14.114
7585,14.426
7586,15.436
7587,15.181
7588,15.992
7589,16.185
7590,24.361
7591,35.986
7592,42.776
7593,51.261
7594,49.396
7595,47.109
7596,48.057
7597,44.222
7598,45.95
7599,39.235
7600,31.519
7601,26.158
7602,21.748
7603,20.149
7604,11.705
7605,12.669
7606,12.981
7607,13.41
7608,13.992
7609,14.296
7610,14.804
7611,15.802
7612,15.596
7613,15.17
7614,23.809
7615,34.575
7616,43.131
7617,49.42
7618,49.802
7619,49.154
7620,46.863
7621,47.011
7622,45.706
7623,41.602
7624,31.926
7625,24.668
7626,21.635
7627,21.053
7628,12.105
7629,12.356
7630,13.299
7631,13.659
7632,14.232
7633,15.299
7634,15.448
7635,15.904
7636,16.311
7637,15.349
7638,23.532
7639,35.238
7640,43.505
7641,50.204
7642,50.451
7643,51.073
7644,46.526
7645,46.39
7646,45.394
7647,38.665
7648,32.198
7649,24.228
7650,21.727
7651,20.51
7652,11.639
7653,11.932
7654,13.059
7655,13.723
7656,14.391
7657,14.962
7658,15.394
7659,14.972
7660,16.048
7661,14.699
7662,23.143
7663,35.113
7664,41.843
7665,48.839
7666,49.438
7667,48.136
7668,49.549
7669,44.144
7670,45.311
7671,39.899
7672,31.037
7673,24.204
7674,20.969
7675,20.066
7676,11.984
7677,12.811
7678,12.754
7679,13.001
7680,14.554
7681,15.074
7682,15.738
7683,14.805
7684,16.213
7685,15.592
7686,16.056
7687,14.8
7688,14.846
7689,13.531
7690,27.178
7691,23.824
7692,21.732
7693,21.389
7694,20.822
7695,20.225
7696,10.488
7697,10.697
7698,10.844
7699,11.634
7700,12.094
7701,12.247
7702,13.384
7703,13.722
7704,14.773
7705,14.737
7706,15.32
7707,15.32
7708,15.017
7709,15.069
7710,15.715
7711,15.109
7712,14.064
7713,13.898
7714,25.813
7715,24.599
7716,22.338
7717,21.257
7718,19.661
7719,20.166
7720,10.642
7721,10.623
7722,11.511
7723,11.586
7724,12.207
7725,12.506
7726,12.899
7727,13.886
7728,14.366
7729,14.752
7730,15.74
7731,15.42
7732,15.728
7733,15.591
7734,22.476
7735,34.881
7736,43.483
7737,50.748
7738,50.713
7739,48.343
7740,46.45
7741,45.141
7742,42.825
7743,40.641
7744,30.634
7745,24.79
7746,20.484
7747,19.565
7748,11.946
7749,12.432
7750,13.077
7751,13.812
7752,13.741
7753,15.203
7754,15.125
7755,15.553
7756,15.799
7757,14.51
7758,24.182
7759,34.127
7760,43.253
7761,50.242
7762,49.61
7763,50.336
7764,45.764
7765,46.194
7766,44.245
7767,40.618
7768,32.396
7769,25.505
7770,21.912
7771,19.597
7772,11.713
7773,12.506
7774,13.46
7775,13.891
7776,14.279
7777,14.957
7778,15.635
7779,15.723
7780,15.98
7781,15.385
7782,23.881
7783,34.112
7784,42.759
7785,51.408
7786,48.712
7787,48.42
7788,47.507
7789,46.048
7790,45.771
7791,37.772
7792,30.367
7793,25.693
7794,22.01
7795,20.864
7796,11.751
7797,12.775
7798,13.794
7799,12.945
7800,13.753
7801,14.693
7802,14.742
7803,16.13
7804,15.525
7805,15.269
7806,24.072
7807,34.981
7808,42.036
7809,51.544
7810,49.226
7811,47.879
7812,48.574
7813,44.889
7814,44.279
7815,39.638
7816,31.238
7817,23.475
7818,20.768
7819,19.971
7820,12.191
7821,12.616
7822,12.897
7823,13.686
7824,13.746
7825,14.783
7826,15.193
7827,15.311
7828,15.861
7829,15.693
7830,23.673
7831,36.315
7832,43.228
7833,48.181
7834,48.628
7835,48.655
7836,46.133
7837,45.568
7838,46.425
7839,40.181
7840,30.725
7841,25.967
7842,21.501
7843,19.87
7844,11.848
7845,12.562
7846,12.826
7847,13.75
7848,14.793
7849,15.336
7850,14.972
7851,15.547
7852,16.224
7853,15.44
7854,14.772
7855,14.637
7856,14.561
7857,13.694
7858,25.816
7859,24.29
7860,22.432
7861,21.529
7862,20.916
7863,19.813
7864,10.642
7865,10.889
7866,11.046
7867,11.573
7868,11.189
7869,12.414
7870,13.198
7871,13.683
7872,14.041
7873,14.829
7874,15.003
7875,15.672
7876,15.893
7877,15.448
7878,15.692
7879,14.683
7880,14.132
7881,13.757
7882,25.533
7883,24.732
7884,22.491
7885,21.545
7886,20.719
7887,18.806
7888,10.49
7889,10.623
7890,10.347
7891,11.27
7892,11.729
7893,11.956
7894,13.501
7895,13.773
7896,13.539
7897,14.701
7898,15.161
7899,15.497
7900,15.33
7901,15.125
7902,23.496
7903,33.588
7904,43.686
7905,51.296
7906,50.685
7907,48.036
7908,47.315
7909,45.926
7910,45.007
7911,38.489
7912,31.678
7913,23.643
7914,21.677
7915,21.124
7916,11.499
7917,12.152
7918,13.337
7919,13.44
7920,13.977
7921,14.79
7922,15.343
7923,15.879
7924,15.446
7925,15.307
7926,23.197
7927,33.811
7928,42.977
7929,52.411
7930,49.339
7931,47.32
7932,47.102
7933,45.19
7934,43.236
7935,38.765
7936,30.213
7937,25.028
7938,21.21
7939,20.785
7940,11.901
7941,12.086
7942,12.707
7943,13.569
7944,13.859
7945,14.849
7946,15.705
7947,15.416
7948,15.357
7949,14.775
7950,14.722
7951,14.91
7952,14.3
7953,26.48
7954,23.818
7955,23.543
7956,21.225
7957,19.24
7958,18.62
7959,18.214
7960,10.485
7961,10.151
7962,11.085
7963,11.25
7964,12.035
7965,12.848
7966,12.97
7967,13.511
7968,14.554
7969,14.232
7970,15.697
7971,15.518
7972,15.461
7973,15.1
7974,14.786
7975,14.763
7976,14.512
7977,26.344
7978,23.274
7979,22.644
7980,21.771
7981,21.094
7982,19.079
7983,18.687
7984,10.505
7985,10.485
7986,10.535
7987,10.997
7988,11.39
7989,12.547
7990,13.344
7991,13.665
7992,14.119
7993,15.253
7994,16.132
7995,14.862
7996,15.847
7997,15.594
7998,15.408
7999,15.135
8000,14.899
8001,26.272
8002,26.027
8003,22.361
8004,21.905
8005,19.448
8006,18.472
8007,18.705
8008,10.693
8009,10.438
8010,10.999
8011,11.05
8012,12.113
8013,11.944
8014,13.134
8015,13.828
8016,14.423
8017,16.654
8018,16.603
8019,15.581
8020,16.042
8021,17.068
8022,16.942
8023,17.218
8024,16.679
8025,17.356
8026,33.786
8027,33.191
8028,30.553
8029,29.268
8030,29.377
8031,27.113
8032,14.451
8033,14.647
8034,14.238
8035,15.125
8036,14.913
8037,15.595
8038,16.408
8039,16.423
8040,16.946
8041,17.025
8042,16.924
8043,16.44
8044,16.019
8045,16.827
8046,16.506
8047,15.98
8048,16.152
8049,16.534
8050,35.196
8051,32.665
8052,30.235
8053,28.876
8054,28.014
8055,27.413
8056,13.976
8057,14.391
8058,15.204
8059,15.266
8060,14.934
8061,16.061
8062,16.352
8063,17.378
8064,16.867
8065,16.447
8066,17.055
8067,16.323
8068,16.392
8069,16.523
8070,29.402
8071,36.835
8072,49.649
8073,61.858
8074,56.687
8075,58.879
8076,53.155
8077,54.161
8078,52.216
8079,48.855
8080,40.75
8081,32.51
8082,29.97
8083,28.832
8084,14.765
8085,16.179
8086,16.836
8087,16.456
8088,17.244
8089,15.844
8090,16.397
8091,16.876
8092,17.047
8093,17.112
8094,30.325
8095,38.896
8096,49.256
8097,58.031
8098,56.353
8099,58.24
8100,56.301
8101,54.101
8102,52.553
8103,50.993
8104,39.287
8105,33.656
8106,29.565
8107,28.272
8108,15.545
8109,15.853
8110,16.186
8111,16.992
8112,17.041
8113,16.625
8114,16.474
8115,16.351
8116,15.865
8117,17.299
8118,29.075
8119,37.731
8120,47.394
8121,56.337
8122,60.123
8123,56.83
8124,54.155
8125,53.179
8126,51.988
8127,49.993
8128,38.787
8129,33.664
8130,30.461
8131,28.571
8132,15.201
8133,15.638
